choice,reward,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,t
3,0,81,0,0,15,0,0,0,0,0,24,0,2,17,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,4,8,2,0,0,0,0,11,1,12,0,4,0,0,2,0,0,0,0,38,0,0,15,10,0,0,0,0,0,3,0,1,0,0,0,0,9,1,0,0,0,0,2,6,1,0,0,0,3,0,0,1,1,0,0,3,0,0,0,2,10,0,0,0,1233
3,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,26,0,1,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,41,0,0,2,0,1,29,4,0,11,0,3,1,0,0,3,3,0,0,0,2,0,0,1,0,48,2,0,0,3,0,0,0,0,0,23,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,6,4,0,0,0,6,1234
5,0,70,0,0,12,0,0,0,0,0,37,0,3,20,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,9,0,0,0,0,0,6,3,5,0,10,0,1,2,0,0,0,0,39,0,0,8,8,0,0,0,0,0,6,0,0,0,0,0,0,15,0,0,1,0,0,1,7,1,0,0,0,4,0,0,2,1,0,0,5,0,0,1,5,11,0,0,0,1235
5,0,0,1,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,22,0,3,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,4,34,6,0,12,0,7,2,0,0,3,1,0,0,0,0,0,0,2,0,42,0,0,0,2,0,0,0,0,0,24,0,0,0,6,0,0,1,0,0,0,0,0,5,0,0,0,0,7,0,1,1,3,0,0,11,1236
5,0,37,0,1,46,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,11,0,1,0,2,1,0,1,1,1,40,3,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,7,10,2,1,3,0,0,0,0,0,0,0,31,0,0,0,3,22,0,0,0,0,0,0,0,13,0,1,1237
4,0,41,0,0,27,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,1,1,0,0,1,0,36,3,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,42,11,17,4,0,7,0,0,0,0,0,0,0,40,0,0,0,1,23,1,0,0,0,0,0,0,14,0,0,1238
2,0,12,8,0,29,0,0,14,0,0,0,2,0,0,83,0,0,0,0,7,0,0,0,0,0,1,0,0,2,11,0,0,0,3,0,3,0,9,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,3,0,0,27,0,0,0,0,0,0,0,1,3,8,13,0,4,0,9,14,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,7,1,0,8,0,0,0,6,1239
3,0,16,11,0,31,0,0,16,0,0,0,1,1,0,93,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,9,5,0,0,0,0,2,0,0,0,5,1,2,0,0,0,2,0,0,23,0,0,0,0,0,0,0,0,1,2,10,0,4,0,4,13,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,5,2,0,4,0,0,0,11,1240
2,0,30,0,3,51,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,14,0,0,0,2,1,0,2,2,0,28,5,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,33,8,12,7,0,4,0,0,0,0,0,0,0,35,0,0,0,3,24,0,0,0,0,0,0,0,14,0,0,1241
1,0,6,8,0,28,0,0,15,0,0,0,2,0,0,89,0,0,0,0,6,0,0,0,0,0,0,0,0,3,11,0,0,0,1,0,0,0,13,2,0,1,0,0,0,0,0,0,6,0,2,0,0,0,2,0,0,20,0,0,0,0,0,0,0,1,2,2,10,0,2,0,3,26,0,0,0,1,0,2,0,0,0,0,0,0,4,0,0,1,1,0,1,0,10,1,0,5,0,0,0,13,1242
2,0,36,0,0,42,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4,0,0,0,4,2,37,7,0,0,0,0,0,0,0,0,0,13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,9,17,5,0,6,0,0,0,0,0,0,0,26,0,0,1,1,27,1,0,0,0,0,0,0,8,0,3,1243
4,0,44,0,0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,1,0,0,0,1,39,1,0,0,0,0,0,0,0,0,0,14,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39,6,15,8,0,3,0,0,0,0,0,0,0,47,0,0,1,1,22,1,0,0,0,0,0,0,13,0,0,1244
3,0,74,0,0,21,0,0,0,0,0,22,0,1,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,8,0,0,0,0,0,15,6,12,0,8,0,1,1,0,0,0,0,33,0,0,12,6,1,0,2,2,0,6,0,0,1,0,0,0,9,0,0,0,0,0,1,7,1,0,0,0,0,0,0,1,0,0,0,7,0,0,1,3,7,0,0,0,1245
2,0,67,0,0,4,0,0,0,0,0,32,0,0,28,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,6,0,3,6,0,0,0,0,0,12,3,5,0,5,0,1,1,0,0,0,0,36,0,1,15,8,0,0,0,2,0,8,0,0,0,0,0,0,15,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,15,0,0,0,1246
4,0,1,0,31,1,14,0,0,0,0,10,18,0,0,0,0,20,0,0,4,0,49,0,0,0,0,0,3,0,0,13,2,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,2,7,11,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,45,0,7,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1247
4,0,34,1,2,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,1,1,0,0,2,0,39,2,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,13,12,11,0,3,0,0,0,0,0,0,0,30,0,0,1,0,30,0,0,0,0,0,0,0,26,0,0,1248
4,0,6,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,7,0,0,10,7,0,0,0,0,0,25,31,0,4,3,1,0,0,3,0,0,0,0,0,0,0,0,0,11,30,0,0,0,11,1,4,3,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,61,2,0,0,0,0,0,8,0,9,0,0,0,0,0,18,0,27,1,0,0,1249
2,0,8,1,0,0,0,0,0,0,0,0,6,7,0,0,0,0,5,8,0,0,9,7,0,0,0,0,0,18,27,0,2,1,6,0,0,1,0,0,0,0,0,0,0,0,0,14,40,0,0,0,8,0,2,4,0,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,61,4,0,0,0,0,0,6,0,1,0,0,0,0,0,16,0,22,0,0,0,1250
5,0,5,0,0,26,5,0,0,0,0,21,0,0,7,0,1,0,0,13,1,0,0,9,0,0,0,29,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,12,0,6,0,0,0,0,0,0,2,4,0,0,0,0,1,0,49,0,0,1,0,0,0,0,3,0,0,23,24,3,0,1251
4,0,3,0,0,25,3,0,0,0,0,25,0,0,13,0,1,0,0,7,1,1,0,5,0,1,0,24,39,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,0,0,16,0,5,0,0,0,0,0,0,0,4,0,0,2,0,3,2,58,0,0,1,0,0,0,1,5,0,0,9,31,3,0,1252
2,0,1,0,0,47,14,0,0,0,0,0,15,0,0,2,0,0,0,4,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,55,0,0,1,0,1,0,0,0,0,0,7,0,0,0,0,1,1,2,35,0,0,0,0,0,0,0,14,1,0,0,0,0,0,9,0,1,18,0,1,1,0,0,4,0,0,0,0,0,7,0,2,0,0,0,1,17,0,0,0,0,0,1253
1,0,26,0,1,40,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,1,0,0,0,1,2,31,5,0,0,0,0,0,0,0,0,0,9,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,9,12,7,0,2,0,0,0,0,0,0,0,43,0,0,0,2,24,0,0,0,0,0,0,0,13,0,0,1254
2,1,2,3,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,22,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,2,0,7,35,3,0,9,0,4,4,1,0,0,8,1,0,0,0,0,0,2,0,39,0,0,0,5,0,0,0,0,0,24,0,0,0,4,0,0,2,0,0,0,0,0,4,0,1,0,0,7,0,5,2,2,0,0,2,1255
5,0,8,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,3,0,0,6,5,0,0,0,0,0,35,31,0,2,0,5,1,0,5,0,0,0,0,0,0,0,0,0,9,35,0,0,0,5,0,4,5,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,59,2,0,0,0,0,1,7,0,4,0,0,0,0,0,16,0,26,1,0,0,1256
3,0,1,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,24,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,3,1,2,28,4,0,5,0,7,1,0,3,0,1,2,0,0,3,0,0,0,0,47,0,0,0,3,0,0,0,1,0,28,0,0,0,4,0,0,3,0,0,0,0,0,5,0,0,0,0,7,0,2,4,1,0,0,9,1257
4,0,41,0,3,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,6,0,0,2,3,0,35,3,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,39,8,10,8,0,6,0,0,0,0,0,0,0,29,0,0,0,0,20,1,0,0,0,0,0,0,12,0,1,1258
5,0,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,26,0,0,2,0,6,0,0,0,0,2,0,0,0,0,0,0,0,1,40,0,0,1,0,2,34,4,0,7,0,4,1,0,0,1,3,1,0,0,2,0,0,1,0,51,0,0,0,4,0,0,0,0,0,18,0,0,0,2,0,0,1,0,0,0,0,0,5,0,1,0,0,5,0,1,5,0,0,0,12,1259
1,0,63,0,0,22,0,0,0,0,0,36,0,2,18,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,1,9,1,0,0,0,0,14,1,9,0,5,0,1,0,0,0,0,0,40,0,1,14,9,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,2,8,1,1,0,0,0,0,0,4,1,0,0,6,0,0,0,1,7,0,0,0,1260
4,1,65,0,0,13,0,0,0,0,0,38,0,0,27,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,5,9,1,0,0,0,0,9,5,10,0,5,0,1,1,0,0,0,0,39,0,0,14,5,0,0,0,1,0,5,0,0,1,0,0,0,14,0,0,2,0,0,2,4,4,0,0,0,1,0,0,0,0,0,0,4,0,0,1,4,4,0,0,0,1261
1,0,65,0,0,9,0,0,0,0,0,36,0,2,26,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,3,1,0,0,0,0,6,0,6,10,0,0,0,0,0,13,4,7,0,10,0,2,3,0,0,0,0,34,0,0,8,11,0,0,0,0,0,4,0,1,1,0,0,0,12,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,2,5,0,0,0,1262
3,0,26,0,1,43,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,1,0,2,0,0,0,2,0,29,11,0,0,0,0,0,0,0,0,0,15,3,0,0,1,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,38,8,10,6,0,3,0,0,0,0,0,0,0,42,0,0,0,3,26,0,0,0,0,0,0,0,13,0,0,1263
2,0,33,0,2,41,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,42,7,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,39,6,10,8,0,3,0,0,0,0,0,0,0,33,0,0,0,3,25,2,0,0,0,0,0,0,14,0,2,1264
3,0,0,0,0,41,13,0,0,1,0,0,17,0,0,1,0,0,0,7,2,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,60,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1,1,2,30,0,0,0,0,0,0,0,8,0,0,0,2,0,0,12,0,0,24,1,0,0,0,0,6,0,0,0,0,0,6,0,3,0,1,0,1,21,0,1,0,0,1,1265
3,0,4,0,0,25,2,0,0,0,0,20,0,0,3,0,0,1,0,12,2,0,0,7,0,0,0,35,48,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2,0,0,0,0,12,0,1,0,0,0,0,0,0,1,4,0,0,1,0,0,2,49,0,0,0,0,0,0,0,4,0,0,20,26,8,0,1266
5,0,56,0,0,9,0,0,1,0,0,43,0,3,27,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,9,0,2,8,0,0,0,0,0,11,1,10,0,4,0,1,4,0,0,0,0,34,0,0,11,5,0,0,1,0,0,4,0,1,1,0,0,0,16,0,0,1,0,0,1,9,1,0,0,0,1,0,0,3,0,0,0,7,0,0,1,3,7,0,0,0,1267
2,0,35,0,1,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,1,1,0,35,6,0,0,0,0,0,0,1,0,0,18,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,46,6,9,6,0,5,0,0,0,0,0,0,0,37,0,0,0,2,17,1,0,0,0,0,0,0,14,0,0,1268
3,0,28,0,2,42,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,5,0,0,0,2,0,0,0,2,2,43,7,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,19,5,0,5,0,0,0,0,0,0,0,32,0,0,1,2,26,0,0,0,0,0,0,0,14,0,0,1269
4,0,5,1,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,30,0,0,1,0,5,0,1,0,0,2,0,0,0,0,0,0,0,0,32,0,0,0,0,9,27,5,0,15,0,6,3,0,2,2,2,0,0,0,1,0,0,1,0,37,1,0,0,2,0,0,0,0,0,22,0,0,0,5,0,0,1,0,0,0,0,0,3,0,0,0,0,8,0,0,8,1,0,0,14,1270
4,0,1,2,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,25,0,0,2,0,11,0,0,0,0,1,1,0,0,0,0,0,0,0,41,0,0,0,1,4,29,5,0,14,0,10,2,0,1,1,2,1,0,0,1,0,0,1,0,44,0,0,0,1,0,0,0,0,0,24,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,1,3,2,0,0,12,1271
5,0,73,0,0,15,0,0,0,0,0,43,0,1,17,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,0,7,0,0,0,0,0,9,1,8,0,10,0,1,2,0,0,0,0,40,0,0,16,5,1,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,1,5,5,0,0,0,2,0,0,2,3,0,0,5,0,0,0,0,8,0,0,0,1272
1,0,40,0,1,36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,1,0,0,1,1,0,0,0,0,32,4,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,1,0,0,2,0,0,0,1,2,0,0,0,0,44,7,14,5,0,5,0,0,0,0,0,0,0,31,0,0,2,1,27,0,0,0,0,0,0,0,13,0,0,1273
5,0,39,0,4,42,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,2,1,30,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,8,10,3,2,5,0,0,0,0,0,0,0,30,0,0,0,2,34,1,0,0,0,0,0,0,12,0,0,1274
1,0,2,0,30,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,23,0,17,0,0,1,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,42,0,0,1,0,2,27,2,0,9,0,4,4,0,0,1,1,0,0,0,1,0,0,0,0,50,0,0,0,1,0,0,0,0,0,30,0,0,0,4,0,0,0,0,2,0,0,0,6,0,0,0,0,5,0,2,4,2,0,0,16,1275
2,0,83,0,0,14,0,0,0,0,0,35,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,5,0,2,7,0,0,0,0,0,7,3,7,0,8,0,0,3,0,0,0,0,34,0,0,12,2,0,0,2,1,0,8,0,0,0,0,0,0,11,0,0,0,0,0,4,7,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,3,4,0,0,0,1276
1,0,6,3,1,32,0,0,26,0,0,0,0,0,0,96,0,0,0,0,5,0,0,0,0,0,0,0,0,4,7,0,0,0,2,0,0,0,7,0,0,1,0,0,3,0,0,0,2,1,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,3,0,5,12,0,3,0,10,20,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,2,0,7,1,0,3,1,2,0,7,1277
1,0,0,0,0,41,14,0,0,1,1,0,18,0,0,1,0,0,0,3,1,4,1,0,3,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,60,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,6,0,1,43,0,0,0,0,0,0,0,9,1,0,0,1,0,0,12,0,1,26,0,1,0,0,1,1,0,0,0,0,0,10,0,3,0,1,0,2,10,0,0,0,0,1,1278
1,0,29,0,1,34,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,6,0,0,0,2,1,39,4,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,10,11,5,1,1,0,0,0,0,0,0,0,30,0,0,3,4,25,2,0,0,0,0,0,0,17,0,0,1279
5,0,0,2,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,20,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,1,0,2,31,6,0,11,0,7,3,0,0,1,3,0,0,0,0,0,0,0,0,53,1,0,0,5,0,0,0,0,0,28,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,2,9,1,0,0,9,1280
1,0,66,0,0,19,0,0,0,0,0,38,0,0,23,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,5,0,3,7,0,0,0,0,0,9,4,7,0,12,0,0,0,0,0,0,0,38,0,0,14,5,1,0,1,0,0,3,0,0,1,0,0,0,6,0,0,0,0,0,4,12,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,5,5,0,0,0,1281
3,0,0,2,35,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,18,0,18,0,1,2,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,44,0,0,1,0,2,30,4,0,4,1,4,0,0,0,5,1,0,0,0,2,0,0,2,0,42,0,0,0,2,0,0,0,0,0,34,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,2,6,1,0,0,10,1282
2,0,70,0,0,17,0,0,0,0,0,47,0,2,20,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,2,2,1,0,0,0,0,11,4,11,0,7,0,1,2,0,0,0,0,35,0,0,12,7,0,0,0,1,0,3,0,1,1,0,0,0,10,0,0,0,0,0,2,5,0,0,0,0,0,0,0,1,0,0,0,7,0,1,0,2,7,0,0,0,1283
3,0,23,0,1,42,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,0,0,0,2,0,0,1,0,1,28,2,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,43,9,20,7,0,6,0,0,0,0,0,0,0,31,0,0,0,2,28,0,0,0,0,0,0,0,22,0,1,1284
1,0,9,7,1,46,0,0,17,0,0,0,3,0,0,100,0,0,0,0,4,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,1,0,10,0,0,0,0,0,1,0,0,0,11,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,3,8,0,1,0,2,16,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,7,2,0,4,0,0,0,7,1285
1,0,70,0,0,13,0,0,0,0,0,46,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,5,0,2,9,1,0,0,0,0,5,4,3,0,10,0,1,3,0,0,0,0,45,0,0,16,3,0,0,1,2,0,5,0,1,1,0,1,0,5,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,2,3,0,0,0,1286
1,0,9,11,0,42,0,0,14,0,0,0,1,0,0,95,0,0,0,0,4,0,0,0,0,0,0,0,0,3,13,0,0,0,1,0,3,0,9,2,0,0,0,0,1,0,0,0,5,2,0,0,0,0,1,0,0,13,0,0,0,0,0,1,0,2,0,0,12,0,2,0,5,18,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,4,0,7,0,0,8,0,0,0,5,1287
1,0,70,0,0,12,0,0,0,0,0,29,0,2,22,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,4,7,0,0,0,0,0,4,4,7,0,12,0,1,2,0,0,0,0,44,0,0,16,7,1,0,0,1,0,4,0,0,0,0,0,0,10,0,0,0,0,0,2,7,4,0,0,0,0,0,0,2,1,0,0,3,0,0,0,1,11,0,0,0,1288
3,0,9,3,0,41,0,0,16,0,0,0,1,0,0,102,0,0,0,0,3,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,1,0,7,1,0,1,0,0,1,0,0,1,4,0,0,1,0,0,2,0,0,20,0,0,0,0,0,0,0,2,4,3,11,0,3,0,6,19,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,2,0,2,0,7,2,0,4,0,1,0,7,1289
1,0,33,0,1,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,1,5,2,43,8,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,38,10,12,5,1,6,0,0,0,0,0,0,0,39,0,0,1,0,25,1,0,0,0,0,0,0,6,0,0,1290
4,0,4,0,0,42,16,0,2,1,0,0,21,0,0,0,0,0,0,5,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,61,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,6,0,0,34,0,0,0,0,0,0,0,15,0,0,0,1,0,0,11,0,0,22,0,0,0,0,1,1,0,0,0,0,0,9,0,6,0,2,0,0,9,0,1,0,0,0,1291
5,0,33,0,4,39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,3,1,22,2,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,39,17,20,9,0,4,0,0,0,0,0,0,0,35,0,0,0,3,21,0,0,0,0,0,0,0,15,0,2,1292
3,0,31,0,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,0,0,0,1,0,0,1,2,0,26,4,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,49,9,16,7,2,3,0,0,0,0,0,0,0,25,0,0,2,3,24,1,0,0,0,0,0,0,17,0,0,1293
3,0,8,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,2,5,0,0,4,10,0,0,0,0,0,17,23,0,4,3,1,0,0,2,0,0,0,0,0,0,0,0,0,8,46,0,0,0,8,0,2,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,66,7,0,0,0,0,0,4,0,3,0,0,0,1,0,21,0,22,2,0,0,1294
5,0,0,2,40,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,27,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,2,0,2,29,6,0,9,0,3,3,0,1,2,1,0,0,0,0,0,0,1,0,40,0,0,0,3,0,0,0,1,0,25,0,0,0,3,0,0,0,0,0,0,0,0,4,0,1,0,0,3,0,2,3,2,0,0,9,1295
3,0,2,0,0,26,3,0,0,0,0,25,0,0,9,0,0,0,0,12,2,0,0,4,0,1,0,22,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,3,0,0,0,0,15,0,5,0,0,0,0,0,0,3,3,0,0,1,0,0,4,54,0,0,0,0,0,0,1,8,0,0,19,24,4,0,1296
1,0,67,0,0,14,0,0,0,0,0,42,0,3,24,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,4,7,0,0,0,0,0,13,1,11,0,5,0,0,3,0,0,0,0,37,0,0,7,11,0,0,1,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,2,9,3,0,0,0,1,0,0,0,1,0,0,5,0,0,0,1,7,0,0,0,1297
4,0,33,0,4,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,3,0,0,0,1,0,29,4,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,41,5,13,4,0,5,0,0,0,0,0,0,0,31,0,0,2,1,31,1,0,0,0,0,0,0,22,0,1,1298
